transformer1,year,month,efficient_neighbour,average_consumption,p1,p2,p3,p4,p5,p6,p7,p8,p9,id,month_n,monthly_consumption,score,previous_year_consumption
a,2020,January,88.05059250630437,210.8482172043296,79.56096439715473,88.05059250630437,96.54022061545399,143.833803629037,210.5293640948366,277.2249245606362,324.6460488180164,333.5183006585576,342.3905524990988,1,1,71.0713362880051,10,
a,2020,February,166.9692514110354,272.0092073245905,149.1435493456662,166.9692514110354,184.7949534764046,219.1962858978658,261.885433497373,304.5745810968802,343.0254230492284,372.9996537072586,402.9738843652889,1,2,190.736854164861,7,
a,2020,March,235.1231446741149,303.3478397683937,153.9201789451763,235.1231446741149,316.3261104030534,349.1142860017716,357.6950665353795,366.2758470689874,377.3251319609112,393.3114255694668,409.2977191780224,1,3,72.7172132162377,10,
a,2020,April,213.3294627098366,290.1315731991783,168.4866801139433,213.3294627098366,258.1722453057299,274.4883834831415,276.5411994513125,278.5940154194834,300.3463030960413,361.4975341893737,422.6487652827058,1,4,279.962559398264,4,
a,2020,May,81.90049727773291,176.4954007708,80.89067614683881,81.90049727773291,82.91031840862703,111.8707014531827,154.8063654545692,197.7420294559556,235.3780266270037,262.4146901373748,289.4513536477459,1,5,226.36580545688,4,
a,2020,June,231.7276346618314,297.8052610799207,216.0705271714837,231.7276346618314,247.3847421521791,266.0253372252922,286.157676089788,306.2900149542838,329.5896440234499,359.223853501957,388.858062980464,1,6,200.413419681136,10,
a,2020,July,123.317341357935,274.471446520183,114.0022417299915,123.317341357935,132.6324409858785,192.3484414406117,277.2648923087395,362.1813431768674,420.7799653161779,426.7429299978536,432.7058946795294,1,7,104.687142102048,10,
a,2020,August,167.0008131307548,207.704481112305,140.0010194526984,167.0008131307548,194.0006068088112,212.5333656007422,226.8326069496105,241.1318482984788,252.0133567554876,256.0593994287774,260.1054421020672,1,8,203.00053803483,7,
a,2020,September,98.70605836389598,239.7575012227752,86.21776881627744,98.70605836389598,111.1943479115145,150.4608512409033,203.116461461177,255.7720716814508,309.6949909154787,366.1525281770153,422.6100654385516,1,9,115.357111094054,7,
a,2020,October,225.8143924851904,297.4247068306432,204.5123619178777,225.8143924851904,247.1164230525031,257.8656098507348,263.338374764426,268.8111396781172,293.1948593028357,355.4004883496093,417.6061173963826,1,10,479.811746443156,1,
a,2020,November,228.4031284120864,284.5631036331177,216.4514797069132,228.4031284120864,240.3547771172596,251.2041004048658,261.5022609836885,271.8004215625112,291.874081909889,331.4987417943775,371.1234016788657,1,11,204.49983100174,10,
a,2020,December,205.8052597106434,334.6025531186023,173.0016071677672,205.8052597106434,238.6089122535196,292.1468778993004,356.0520000965335,419.9571222937666,464.9153091483749,471.9796253177336,479.0439414870923,1,12,249.543463101145,7,
a,2021,January,114.7240728484468,214.3816944980061,94.29538295581008,114.7240728484468,135.1527627410834,156.2164420429618,177.597616049461,198.9787900559602,234.7561007372565,299.3256847681475,363.8952687990383,1,1,428.464852829929,1,71.0713362880051
a,2021,February,292.4566613286734,370.6993423664245,202.0682504288852,292.4566613286734,382.8450722284616,425.010108490009,443.063457432436,461.116806374863,474.3361966100058,477.8876694305802,481.4391422511546,1,2,473.152372336481,4,190.736854164861
a,2021,March,303.0430530020968,370.561716814991,302.2643451653419,303.0430530020968,303.8217608388517,330.7859186688442,370.8428014954555,410.8996843220667,437.7514082798735,438.192814500071,438.6342207202685,1,3,439.075626940466,1,72.7172132162377
a,2021,April,157.8647798914462,287.127361355815,157.8040742517916,157.8647798914462,157.9254855311008,195.4898971687068,251.8061618052885,308.1224264418702,359.8153178996868,402.2614629999733,444.7076081002597,1,4,157.743368612137,10,279.962559398264
a,2021,May,214.134976900648,315.8472448005338,160.9464713416525,214.134976900648,267.3234824596435,309.4205753304992,345.971961857285,382.5233483840708,412.5705544322259,429.60939952312,446.648244614014,1,5,463.687089704908,1,226.36580545688
a,2021,June,92.02320015151052,174.3451602122513,82.73967485805042,92.02320015151052,101.3067254449706,133.108697344549,176.1698925471865,219.231087749824,250.3031667154283,257.3970132069662,264.4908596985041,1,6,104.401233876124,7,200.413419681136
a,2021,July,297.3783021788114,365.8548904629425,244.9287635039072,297.3783021788114,349.8278408537156,379.6732687414626,398.216641235631,416.7600137297994,433.660741308471,447.276179056149,460.891616803827,1,7,192.479224829003,10,104.687142102048
a,2021,August,161.1504302043464,258.1637928530105,157.1682086871002,161.1504302043464,165.1326517215926,181.300039472058,203.560010339133,225.819981206208,263.8288819622243,333.3356424961237,402.8424030300229,1,8,153.185987169854,10,203.00053803483
a,2021,September,120.4425736204723,249.1789990087274,101.029515038943,120.4425736204723,139.8556322020015,190.9392216950658,257.8580766438975,324.7769315927292,372.3888900317254,381.3870554510506,390.3852208703758,1,9,399.383386289701,1,115.357111094054
a,2021,October,214.621292722877,352.1286747261182,206.719730864279,214.621292722877,222.522854581475,277.6608950989319,356.417174945818,435.1734547927041,488.5960952222811,491.3514568172394,494.1068184121978,1,10,496.862180007156,1,479.811746443156
a,2021,November,218.6930209784768,287.1548907260877,193.6820521736519,218.6930209784768,243.7039897833017,271.8995909700168,301.687508347677,331.4754257253372,353.8579798634166,361.4298075223344,369.0016351812522,1,11,252.04097938491,7,204.49983100174
a,2021,December,300.6183933094142,339.5640839257975,278.9535146660636,300.6183933094142,322.2832719527648,332.9641676633616,338.1530719075815,343.3419761518014,354.5872766696846,377.9453697348945,401.3034628001042,1,12,257.288636022713,10,249.543463101145
a,2020,January,88.05059250630437,210.8482172043296,79.56096439715473,88.05059250630437,96.54022061545399,143.833803629037,210.5293640948366,277.2249245606362,324.6460488180164,333.5183006585576,342.3905524990988,2,1,321.688631537836,4,
a,2020,February,166.9692514110354,272.0092073245905,149.1435493456662,166.9692514110354,184.7949534764046,219.1962858978658,261.885433497373,304.5745810968802,343.0254230492284,372.9996537072586,402.9738843652889,2,2,432.948115023319,1,
a,2020,March,235.1231446741149,303.3478397683937,153.9201789451763,235.1231446741149,316.3261104030534,349.1142860017716,357.6950665353795,366.2758470689874,377.3251319609112,393.3114255694668,409.2977191780224,2,3,343.393765646033,7,
a,2020,April,213.3294627098366,290.1315731991783,168.4866801139433,213.3294627098366,258.1722453057299,274.4883834831415,276.5411994513125,278.5940154194834,300.3463030960413,361.4975341893737,422.6487652827058,2,4,123.64389751805,10,
a,2020,May,81.90049727773291,176.4954007708,80.89067614683881,81.90049727773291,82.91031840862703,111.8707014531827,154.8063654545692,197.7420294559556,235.3780266270037,262.4146901373748,289.4513536477459,2,5,79.8808550159447,10,
a,2020,June,231.7276346618314,297.8052610799207,216.0705271714837,231.7276346618314,247.3847421521791,266.0253372252922,286.157676089788,306.2900149542838,329.5896440234499,359.223853501957,388.858062980464,2,6,418.492272458971,1,
a,2020,July,123.317341357935,274.471446520183,114.0022417299915,123.317341357935,132.6324409858785,192.3484414406117,277.2648923087395,362.1813431768674,420.7799653161779,426.7429299978536,432.7058946795294,2,7,438.668859361205,1,
a,2020,August,167.0008131307548,207.704481112305,140.0010194526984,167.0008131307548,194.0006068088112,212.5333656007422,226.8326069496105,241.1318482984788,252.0133567554876,256.0593994287774,260.1054421020672,2,8,113.001225774642,10,
a,2020,September,98.70605836389598,239.7575012227752,86.21776881627744,98.70605836389598,111.1943479115145,150.4608512409033,203.116461461177,255.7720716814508,309.6949909154787,366.1525281770153,422.6100654385516,2,9,73.72947926865891,10,
a,2020,October,225.8143924851904,297.4247068306432,204.5123619178777,225.8143924851904,247.1164230525031,257.8656098507348,263.338374764426,268.8111396781172,293.1948593028357,355.4004883496093,417.6061173963826,2,10,272.459649620578,4,
a,2020,November,228.4031284120864,284.5631036331177,216.4514797069132,228.4031284120864,240.3547771172596,251.2041004048658,261.5022609836885,271.8004215625112,291.874081909889,331.4987417943775,371.1234016788657,2,11,278.665861948393,4,
a,2020,December,205.8052597106434,334.6025531186023,173.0016071677672,205.8052597106434,238.6089122535196,292.1468778993004,356.0520000965335,419.9571222937666,464.9153091483749,471.9796253177336,479.0439414870923,2,12,140.197954624891,10,
a,2021,January,114.7240728484468,214.3816944980061,94.29538295581008,114.7240728484468,135.1527627410834,156.2164420429618,177.597616049461,198.9787900559602,234.7561007372565,299.3256847681475,363.8952687990383,2,1,73.8666930631734,10,321.688631537836
a,2021,February,292.4566613286734,370.6993423664245,202.0682504288852,292.4566613286734,382.8450722284616,425.010108490009,443.063457432436,461.116806374863,474.3361966100058,477.8876694305802,481.4391422511546,2,2,111.679839529097,10,432.948115023319
a,2021,March,303.0430530020968,370.561716814991,302.2643451653419,303.0430530020968,303.8217608388517,330.7859186688442,370.8428014954555,410.8996843220667,437.7514082798735,438.192814500071,438.6342207202685,2,3,437.604272873141,4,343.393765646033
a,2021,April,157.8647798914462,287.127361355815,157.8040742517916,157.8647798914462,157.9254855311008,195.4898971687068,251.8061618052885,308.1224264418702,359.8153178996868,402.2614629999733,444.7076081002597,2,4,487.153753200546,1,123.64389751805
a,2021,May,214.134976900648,315.8472448005338,160.9464713416525,214.134976900648,267.3234824596435,309.4205753304992,345.971961857285,382.5233483840708,412.5705544322259,429.60939952312,446.648244614014,2,5,406.890939401928,4,79.8808550159447
a,2021,June,92.02320015151052,174.3451602122513,82.73967485805042,92.02320015151052,101.3067254449706,133.108697344549,176.1698925471865,219.231087749824,250.3031667154283,257.3970132069662,264.4908596985041,2,6,247.938551218249,4,418.492272458971
a,2021,July,297.3783021788114,365.8548904629425,244.9287635039072,297.3783021788114,349.8278408537156,379.6732687414626,398.216641235631,416.7600137297994,433.660741308471,447.276179056149,460.891616803827,2,7,367.311020412017,7,438.668859361205
a,2021,August,161.1504302043464,258.1637928530105,157.1682086871002,161.1504302043464,165.1326517215926,181.300039472058,203.560010339133,225.819981206208,263.8288819622243,333.3356424961237,402.8424030300229,2,8,472.349163563922,1,113.001225774642
a,2021,September,120.4425736204723,249.1789990087274,101.029515038943,120.4425736204723,139.8556322020015,190.9392216950658,257.8580766438975,324.7769315927292,372.3888900317254,381.3870554510506,390.3852208703758,2,9,369.389501558617,4,73.72947926865891
a,2021,October,214.621292722877,352.1286747261182,206.719730864279,214.621292722877,222.522854581475,277.6608950989319,356.417174945818,435.1734547927041,488.5960952222811,491.3514568172394,494.1068184121978,2,10,487.677641357295,4,272.459649620578
a,2021,November,218.6930209784768,287.1548907260877,193.6820521736519,218.6930209784768,243.7039897833017,271.8995909700168,301.687508347677,331.4754257253372,353.8579798634166,361.4298075223344,369.0016351812522,2,11,168.671083368827,10,278.665861948393
a,2021,December,300.6183933094142,339.5640839257975,278.9535146660636,300.6183933094142,322.2832719527648,332.9641676633616,338.1530719075815,343.3419761518014,354.5872766696846,377.9453697348945,401.3034628001042,2,12,346.801245647948,4,140.197954624891
a,2020,January,88.05059250630437,210.8482172043296,79.56096439715473,88.05059250630437,96.54022061545399,143.833803629037,210.5293640948366,277.2249245606362,324.6460488180164,333.5183006585576,342.3905524990988,3,1,351.26280433964,1,
a,2020,February,166.9692514110354,272.0092073245905,149.1435493456662,166.9692514110354,184.7949534764046,219.1962858978658,261.885433497373,304.5745810968802,343.0254230492284,372.9996537072586,402.9738843652889,3,2,131.317847280297,10,
a,2020,March,235.1231446741149,303.3478397683937,153.9201789451763,235.1231446741149,316.3261104030534,349.1142860017716,357.6950665353795,366.2758470689874,377.3251319609112,393.3114255694668,409.2977191780224,3,3,425.284012786578,1,
a,2020,April,213.3294627098366,290.1315731991783,168.4866801139433,213.3294627098366,258.1722453057299,274.4883834831415,276.5411994513125,278.5940154194834,300.3463030960413,361.4975341893737,422.6487652827058,3,4,273.119839504361,7,
a,2020,May,81.90049727773291,176.4954007708,80.89067614683881,81.90049727773291,82.91031840862703,111.8707014531827,154.8063654545692,197.7420294559556,235.3780266270037,262.4146901373748,289.4513536477459,3,5,316.488017158117,1,
a,2020,June,231.7276346618314,297.8052610799207,216.0705271714837,231.7276346618314,247.3847421521791,266.0253372252922,286.157676089788,306.2900149542838,329.5896440234499,359.223853501957,388.858062980464,3,6,319.711574197281,4,
a,2020,July,123.317341357935,274.471446520183,114.0022417299915,123.317341357935,132.6324409858785,192.3484414406117,277.2648923087395,362.1813431768674,420.7799653161779,426.7429299978536,432.7058946795294,3,7,135.737474195193,7,
a,2020,August,167.0008131307548,207.704481112305,140.0010194526984,167.0008131307548,194.0006068088112,212.5333656007422,226.8326069496105,241.1318482984788,252.0133567554876,256.0593994287774,260.1054421020672,3,8,250.664675864391,4,
a,2020,September,98.70605836389598,239.7575012227752,86.21776881627744,98.70605836389598,111.1943479115145,150.4608512409033,203.116461461177,255.7720716814508,309.6949909154787,366.1525281770153,422.6100654385516,3,9,290.8758118283,4,
a,2020,October,225.8143924851904,297.4247068306432,204.5123619178777,225.8143924851904,247.1164230525031,257.8656098507348,263.338374764426,268.8111396781172,293.1948593028357,355.4004883496093,417.6061173963826,3,10,254.217099908274,7,
a,2020,November,228.4031284120864,284.5631036331177,216.4514797069132,228.4031284120864,240.3547771172596,251.2041004048658,261.5022609836885,271.8004215625112,291.874081909889,331.4987417943775,371.1234016788657,3,11,244.338660018984,7,
a,2020,December,205.8052597106434,334.6025531186023,173.0016071677672,205.8052597106434,238.6089122535196,292.1468778993004,356.0520000965335,419.9571222937666,464.9153091483749,471.9796253177336,479.0439414870923,3,12,486.108257656451,1,
a,2021,January,114.7240728484468,214.3816944980061,94.29538295581008,114.7240728484468,135.1527627410834,156.2164420429618,177.597616049461,198.9787900559602,234.7561007372565,299.3256847681475,363.8952687990383,3,1,213.232906060293,4,351.26280433964
a,2021,February,292.4566613286734,370.6993423664245,202.0682504288852,292.4566613286734,382.8450722284616,425.010108490009,443.063457432436,461.116806374863,474.3361966100058,477.8876694305802,481.4391422511546,3,2,412.974542528391,7,131.317847280297
a,2021,March,303.0430530020968,370.561716814991,302.2643451653419,303.0430530020968,303.8217608388517,330.7859186688442,370.8428014954555,410.8996843220667,437.7514082798735,438.192814500071,438.6342207202685,3,3,301.485637328587,10,425.284012786578
a,2021,April,157.8647798914462,287.127361355815,157.8040742517916,157.8647798914462,157.9254855311008,195.4898971687068,251.8061618052885,308.1224264418702,359.8153178996868,402.2614629999733,444.7076081002597,3,4,345.666602866258,4,273.119839504361
a,2021,May,214.134976900648,315.8472448005338,160.9464713416525,214.134976900648,267.3234824596435,309.4205753304992,345.971961857285,382.5233483840708,412.5705544322259,429.60939952312,446.648244614014,3,5,107.757965782657,10,316.488017158117
a,2021,June,92.02320015151052,174.3451602122513,82.73967485805042,92.02320015151052,101.3067254449706,133.108697344549,176.1698925471865,219.231087749824,250.3031667154283,257.3970132069662,264.4908596985041,3,6,73.45614956459031,10,319.711574197281
a,2021,July,297.3783021788114,365.8548904629425,244.9287635039072,297.3783021788114,349.8278408537156,379.6732687414626,398.216641235631,416.7600137297994,433.660741308471,447.276179056149,460.891616803827,3,7,429.122262059245,4,135.737474195193
a,2021,August,161.1504302043464,258.1637928530105,157.1682086871002,161.1504302043464,165.1326517215926,181.300039472058,203.560010339133,225.819981206208,263.8288819622243,333.3356424961237,402.8424030300229,3,8,240.659961784258,4,250.664675864391
a,2021,September,120.4425736204723,249.1789990087274,101.029515038943,120.4425736204723,139.8556322020015,190.9392216950658,257.8580766438975,324.7769315927292,372.3888900317254,381.3870554510506,390.3852208703758,3,9,81.6164564574137,10,290.8758118283
a,2021,October,214.621292722877,352.1286747261182,206.719730864279,214.621292722877,222.522854581475,277.6608950989319,356.417174945818,435.1734547927041,488.5960952222811,491.3514568172394,494.1068184121978,3,10,198.818169005681,10,254.217099908274
a,2021,November,218.6930209784768,287.1548907260877,193.6820521736519,218.6930209784768,243.7039897833017,271.8995909700168,301.687508347677,331.4754257253372,353.8579798634166,361.4298075223344,369.0016351812522,3,11,376.57346284017,1,244.338660018984
a,2021,December,300.6183933094142,339.5640839257975,278.9535146660636,300.6183933094142,322.2832719527648,332.9641676633616,338.1530719075815,343.3419761518014,354.5872766696846,377.9453697348945,401.3034628001042,3,12,424.661555865314,1,486.108257656451
a,2020,January,88.05059250630437,210.8482172043296,79.56096439715473,88.05059250630437,96.54022061545399,143.833803629037,210.5293640948366,277.2249245606362,324.6460488180164,333.5183006585576,342.3905524990988,4,1,99.3700966518372,7,
a,2020,February,166.9692514110354,272.0092073245905,149.1435493456662,166.9692514110354,184.7949534764046,219.1962858978658,261.885433497373,304.5745810968802,343.0254230492284,372.9996537072586,402.9738843652889,4,2,333.034012829885,4,
a,2020,March,235.1231446741149,303.3478397683937,153.9201789451763,235.1231446741149,316.3261104030534,349.1142860017716,357.6950665353795,366.2758470689874,377.3251319609112,393.3114255694668,409.2977191780224,4,3,371.996367424726,4,
a,2020,April,213.3294627098366,290.1315731991783,168.4866801139433,213.3294627098366,258.1722453057299,274.4883834831415,276.5411994513125,278.5940154194834,300.3463030960413,361.4975341893737,422.6487652827058,4,4,483.799996376038,1,
a,2020,May,81.90049727773291,176.4954007708,80.89067614683881,81.90049727773291,82.91031840862703,111.8707014531827,154.8063654545692,197.7420294559556,235.3780266270037,262.4146901373748,289.4513536477459,4,5,83.2469254522584,7,
a,2020,June,231.7276346618314,297.8052610799207,216.0705271714837,231.7276346618314,247.3847421521791,266.0253372252922,286.157676089788,306.2900149542838,329.5896440234499,359.223853501957,388.858062980464,4,6,252.603777982295,7,
a,2020,July,123.317341357935,274.471446520183,114.0022417299915,123.317341357935,132.6324409858785,192.3484414406117,277.2648923087395,362.1813431768674,420.7799653161779,426.7429299978536,432.7058946795294,4,7,418.792310422286,4,
a,2020,August,167.0008131307548,207.704481112305,140.0010194526984,167.0008131307548,194.0006068088112,212.5333656007422,226.8326069496105,241.1318482984788,252.0133567554876,256.0593994287774,260.1054421020672,4,8,264.151484775357,1,
a,2020,September,98.70605836389598,239.7575012227752,86.21776881627744,98.70605836389598,111.1943479115145,150.4608512409033,203.116461461177,255.7720716814508,309.6949909154787,366.1525281770153,422.6100654385516,4,9,479.067602700088,1,
a,2020,October,225.8143924851904,297.4247068306432,204.5123619178777,225.8143924851904,247.1164230525031,257.8656098507348,263.338374764426,268.8111396781172,293.1948593028357,355.4004883496093,417.6061173963826,4,10,183.210331350565,10,
a,2020,November,228.4031284120864,284.5631036331177,216.4514797069132,228.4031284120864,240.3547771172596,251.2041004048658,261.5022609836885,271.8004215625112,291.874081909889,331.4987417943775,371.1234016788657,4,11,410.748061563354,1,
a,2020,December,205.8052597106434,334.6025531186023,173.0016071677672,205.8052597106434,238.6089122535196,292.1468778993004,356.0520000965335,419.9571222937666,464.9153091483749,471.9796253177336,479.0439414870923,4,12,462.560537091922,4,
a,2021,January,114.7240728484468,214.3816944980061,94.29538295581008,114.7240728484468,135.1527627410834,156.2164420429618,177.597616049461,198.9787900559602,234.7561007372565,299.3256847681475,363.8952687990383,4,1,141.962326038629,7,99.3700966518372
a,2021,February,292.4566613286734,370.6993423664245,202.0682504288852,292.4566613286734,382.8450722284616,425.010108490009,443.063457432436,461.116806374863,474.3361966100058,477.8876694305802,481.4391422511546,4,2,484.990615071729,1,333.034012829885
a,2021,March,303.0430530020968,370.561716814991,302.2643451653419,303.0430530020968,303.8217608388517,330.7859186688442,370.8428014954555,410.8996843220667,437.7514082798735,438.192814500071,438.6342207202685,4,3,304.08133011777,7,371.996367424726
a,2021,April,157.8647798914462,287.127361355815,157.8040742517916,157.8647798914462,157.9254855311008,195.4898971687068,251.8061618052885,308.1224264418702,359.8153178996868,402.2614629999733,444.7076081002597,4,4,157.945720744319,7,483.799996376038
a,2021,May,214.134976900648,315.8472448005338,160.9464713416525,214.134976900648,267.3234824596435,309.4205753304992,345.971961857285,382.5233483840708,412.5705544322259,429.60939952312,446.648244614014,4,5,285.052984312642,7,83.2469254522584
a,2021,June,92.02320015151052,174.3451602122513,82.73967485805042,92.02320015151052,101.3067254449706,133.108697344549,176.1698925471865,219.231087749824,250.3031667154283,257.3970132069662,264.4908596985041,4,6,271.584706190042,1,252.603777982295
a,2021,July,297.3783021788114,365.8548904629425,244.9287635039072,297.3783021788114,349.8278408537156,379.6732687414626,398.216641235631,416.7600137297994,433.660741308471,447.276179056149,460.891616803827,4,7,474.507054551505,1,418.792310422286
a,2021,August,161.1504302043464,258.1637928530105,157.1682086871002,161.1504302043464,165.1326517215926,181.300039472058,203.560010339133,225.819981206208,263.8288819622243,333.3356424961237,402.8424030300229,4,8,166.460058894008,7,264.151484775357
a,2021,September,120.4425736204723,249.1789990087274,101.029515038943,120.4425736204723,139.8556322020015,190.9392216950658,257.8580766438975,324.7769315927292,372.3888900317254,381.3870554510506,390.3852208703758,4,9,146.326651729178,7,479.067602700088
a,2021,October,214.621292722877,352.1286747261182,206.719730864279,214.621292722877,222.522854581475,277.6608950989319,356.417174945818,435.1734547927041,488.5960952222811,491.3514568172394,494.1068184121978,4,10,225.156708534341,7,183.210331350565
a,2021,November,218.6930209784768,287.1548907260877,193.6820521736519,218.6930209784768,243.7039897833017,271.8995909700168,301.687508347677,331.4754257253372,353.8579798634166,361.4298075223344,369.0016351812522,4,11,351.334037310444,4,410.748061563354
a,2021,December,300.6183933094142,339.5640839257975,278.9535146660636,300.6183933094142,322.2832719527648,332.9641676633616,338.1530719075815,343.3419761518014,354.5872766696846,377.9453697348945,401.3034628001042,4,12,329.504898167215,7,462.560537091922
b,2020,January,207.6793286739852,296.0240784153577,188.2035237143286,207.6793286739852,227.1551336336418,250.5965973054992,276.020890333457,301.4451833614148,332.8879222660324,376.36755292397,419.8471835819075,5,1,463.326814239845,1,
b,2020,February,146.8001863523384,165.0762015325018,135.4075254243797,146.8001863523384,158.1928472802971,163.456046989653,165.6545160897075,167.852985189762,172.8848590762356,183.5835425355474,194.2822259948592,5,2,161.99040092295,7,
b,2020,March,206.6017929101362,285.6770688138203,185.2413383235691,206.6017929101362,227.9622474967033,243.9559011394154,257.2661543102,270.5764074809846,297.9344269251447,353.3879789160563,408.8415309069676,5,3,163.880883737002,10,
b,2020,April,267.6838395502414,347.1197202644543,258.6098721025042,267.6838395502414,276.7578069979786,304.9064677157436,342.5924750685225,380.2784824213014,410.238041217439,424.7447029002944,439.2513645831497,5,4,453.758026266005,1,
b,2020,May,193.982665390242,277.9574639670317,169.1568256998435,193.982665390242,218.8085050806405,236.94594979845,251.739197029965,266.53244426148,295.1571957541161,351.4449557689949,407.7327157838734,5,5,276.39460908249,4,
b,2020,June,318.65581916552,380.9936146193647,221.7589320994445,318.65581916552,415.5527062315955,450.154102967586,453.607754538534,457.061406109482,462.6171468778048,472.3770660408773,482.1369852039496,5,6,447.851668586954,7,
b,2020,July,155.2048108535822,268.442552049528,127.9880066772461,155.2048108535822,182.4216150299183,225.2222251147034,275.814738153713,326.4072511927226,366.2589868358337,384.6291676871479,402.999348538462,5,7,100.77120250091,10,
b,2020,August,184.4038392477668,283.792107111658,155.7224230649879,184.4038392477668,213.0852554305457,253.3073462559842,299.2997744027525,345.2922025495208,379.3112264585215,389.383441891987,399.4556573254525,5,8,375.953821314033,4,
b,2020,September,111.6915126112288,284.9337715364528,107.6900035999714,111.6915126112288,115.6930216224862,182.8390215509571,281.5572669380345,380.2755123251119,448.7721140929501,456.8254286223095,464.8787431516687,5,9,472.932057681028,1,
b,2020,October,339.3147516632456,369.2414257262137,314.1251124131963,339.3147516632456,364.5043909132949,373.340426606592,373.999660521513,374.658894436434,381.5916362116114,401.0713937073017,420.5511512029918,5,10,440.030908698682,1,
b,2020,November,239.3525817315092,309.0055772132472,198.0503992608281,239.3525817315092,280.6547642021903,302.1308447569606,313.6938743537755,325.2569039505904,344.8576656491493,380.5338915511966,416.2101174532438,5,11,156.748216790147,10,
